city,year,crime,incidences,rate
Flyderabad,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Indore,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),1,0
Indore,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Jabalpur,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),0,0
Jabalpur,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Jaipur,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),1,0
Jaipur,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Jamshedpur,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),0,0
Jamshedpur,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Jodhpur,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),0,0
Jodhpur,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Kannur,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),0,0
Kannur,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Kanpur,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),0,0
Kanpur,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Kochi,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),0,0
Kochi,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Kolkata,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),2,0
Kolkata,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Kollam,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),0,0
Kollam,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Kota,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),0,0
Kota,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Kozhikode,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),1,0
Kozhikode,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Lucknow,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),0,0
Lucknow,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Ludhiana,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),0,0
Ludhiana,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Madurai,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),0,0
Madurai,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Malappuram,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),0,0
Malappuram,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Meerut,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),0,0
Meerut,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Mumbai,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),5,0
Mumbai,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Nagpur,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),0,0
Nagpur,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Nasik,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),0,0
Nasik,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Patna,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),0,0
Patna,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Pune,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),0,0
Pune,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Raipur,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),0,0
Raipur,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Rajkot,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),0,0
Rajkot,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Ranchi,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),0,0
Ranchi,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Srinagar,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),0,0
Srinagar,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Surat,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),0,0
Surat,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Thiruvananthapuram,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),0,0
Thiruvananthapuram,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Thrissur,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),0,0
Thrissur,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Tiruch irapalli,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),0,0
Tiruch irapalli,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Vadodara,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),0,0
Vadodara,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Varanasi,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),0,0
Varanasi,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Vasai Virar,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),0,0
Vasai Virar,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Vijayawada,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),0,0
Vijayawada,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Vishakhapatnam,2014,Making or Using Documents Resembling Currency Notes / Bank Notes (Section 489- E IPC),0,0
Vishakhapatnam,2014,Making or Possessing Materials for Forged or Counterfeiting Currency / Bank Notes (Section 489D IPC),0,0
Agra,2014,Grievous Hurt (Section 325 & 326 IPC),5,0.3
Agra,2014,Attempt To Acid Attack (Section 326B IPC),164,9.4
Agra,2014,Acid Attack (Section 326A IPC),163,9.3
Ahmedabad,2014,Grievous Hurt (Section 325 & 326 IPC),4,0.1
Ahmedabad,2014,Attempt To Acid Attack (Section 326B IPC),245,3.9
Ahmedabad,2014,Acid Attack (Section 326A IPC),241,3.8
Allahabad,2014,Grievous Hurt (Section 325 & 326 IPC),0,0
Allahabad,2014,Attempt To Acid Attack (Section 326B IPC),21,1.7
Allahabad,2014,Acid Attack (Section 326A IPC),19,1.6
Amritsar,2014,Grievous Hurt (Section 325 & 326 IPC),2,0.2
Amritsar,2014,Attempt To Acid Attack (Section 326B IPC),143,12.1
Amritsar,2014,Acid Attack (Section 326A IPC),142,12
Asansol,2014,Grievous Hurt (Section 325 & 326 IPC),10,0.8
Asansol,2014,Attempt To Acid Attack (Section 326B IPC),2,0.2
Asansol,2014,Acid Attack (Section 326A IPC),0,0
Aurangabad,2014,Grievous Hurt (Section 325 & 326 IPC),35,2.9
Aurangabad,2014,Attempt To Acid Attack (Section 326B IPC),71,6
Aurangabad,2014,Acid Attack (Section 326A IPC),71,6
Bengaluru,2014,Grievous Hurt (Section 325 & 326 IPC),100,1.2
Bengaluru,2014,Attempt To Acid Attack (Section 326B IPC),217,2.6
Bengaluru,2014,Acid Attack (Section 326A IPC),216,2.5
Bhopal,2014,Grievous Hurt (Section 325 & 326 IPC),12,0.6
Bhopal,2014,Attempt To Acid Attack (Section 326B IPC),298,15.8
Bhopal,2014,Acid Attack (Section 326A IPC),298,15.8
Chandigarh City,2014,Grievous Hurt (Section 325 & 326 IPC),12,1.2
Chandigarh City,2014,Attempt To Acid Attack (Section 326B IPC),19,1.9
Chandigarh City,2014,Acid Attack (Section 326A IPC),19,1.9
Chennai,2014,Grievous Hurt (Section 325 & 326 IPC),17,0.2
Chennai,2014,Attempt To Acid Attack (Section 326B IPC),46,0.5
Chennai,2014,Acid Attack (Section 326A IPC),44,0.5
Coimbatore,2014,Grievous Hurt (Section 325 & 326 IPC),14,0.7
Coimbatore,2014,Attempt To Acid Attack (Section 326B IPC),17,0.8
Coimbatore,2014,Acid Attack (Section 326A IPC),17,0.8
Delhi (City),2014,Grievous Hurt (Section 325 & 326 IPC),166,1
Delhi (City),2014,Attempt To Acid Attack (Section 326B IPC),606,3.7
Delhi (City),2014,Acid Attack (Section 326A IPC),575,3.5
Dhanbad,2014,Grievous Hurt (Section 325 & 326 IPC),0,0
Dhanbad,2014,Attempt To Acid Attack (Section 326B IPC),12,1
Dhanbad,2014,Acid Attack (Section 326A IPC),12,1
Durg-Bhilainagar,2014,Grievous Hurt (Section 325 & 326 IPC),36,3.4
Durg-Bhilainagar,2014,Attempt To Acid Attack (Section 326B IPC),42,3.9
Durg-Bhilainagar,2014,Acid Attack (Section 326A IPC),42,3.9
Faridabad,2014,Grievous Hurt (Section 325 & 326 IPC),7,0.5
Faridabad,2014,Attempt To Acid Attack (Section 326B IPC),111,7.9
Faridabad,2014,Acid Attack (Section 326A IPC),110,7.8
Ghaziabad,2014,Grievous Hurt (Section 325 & 326 IPC),1,0
Ghaziabad,2014,Attempt To Acid Attack (Section 326B IPC),10,0.4
Ghaziabad,2014,Acid Attack (Section 326A IPC),8,0.3
Gwalior,2014,Grievous Hurt (Section 325 & 326 IPC),10,0.9
Gwalior,2014,Attempt To Acid Attack (Section 326B IPC),36,3.3
Gwalior,2014,Acid Attack (Section 326A IPC),36,3.3
Flyderabad,2014,Grievous Hurt (Section 325 & 326 IPC),20,0.3
Flyderabad,2014,Attempt To Acid Attack (Section 326B IPC),119,1.5
Flyderabad,2014,Acid Attack (Section 326A IPC),119,1.5
Indore,2014,Grievous Hurt (Section 325 & 326 IPC),39,1.8
Indore,2014,Attempt To Acid Attack (Section 326B IPC),72,3.3
Indore,2014,Acid Attack (Section 326A IPC),70,3.2
Jabalpur,2014,Grievous Hurt (Section 325 & 326 IPC),4,0.3
Jabalpur,2014,Attempt To Acid Attack (Section 326B IPC),93,7.3
Jabalpur,2014,Acid Attack (Section 326A IPC),93,7.3
Jaipur,2014,Grievous Hurt (Section 325 & 326 IPC),26,0.8
Jaipur,2014,Attempt To Acid Attack (Section 326B IPC),6,0.2
Jaipur,2014,Acid Attack (Section 326A IPC),6,0.2
Jamshedpur,2014,Grievous Hurt (Section 325 & 326 IPC),1,0.1
Jamshedpur,2014,Attempt To Acid Attack (Section 326B IPC),56,4.2
Jamshedpur,2014,Acid Attack (Section 326A IPC),55,4.1
Jodhpur,2014,Grievous Hurt (Section 325 & 326 IPC),11,1
Jodhpur,2014,Attempt To Acid Attack (Section 326B IPC),10,0.9
Jodhpur,2014,Acid Attack (Section 326A IPC),10,0.9
Kannur,2014,Grievous Hurt (Section 325 & 326 IPC),20,1.2
Kannur,2014,Attempt To Acid Attack (Section 326B IPC),8,0.5
Kannur,2014,Acid Attack (Section 326A IPC),8,0.5
Kanpur,2014,Grievous Hurt (Section 325 & 326 IPC),3,0.1
Kanpur,2014,Attempt To Acid Attack (Section 326B IPC),91,3.1
Kanpur,2014,Acid Attack (Section 326A IPC),90,3.1
Kochi,2014,Grievous Hurt (Section 325 & 326 IPC),3,0.1
Kochi,2014,Attempt To Acid Attack (Section 326B IPC),49,2.3
Kochi,2014,Acid Attack (Section 326A IPC),49,2.3
Kolkata,2014,Grievous Hurt (Section 325 & 326 IPC),0,0
Kolkata,2014,Attempt To Acid Attack (Section 326B IPC),905,6.4
Kolkata,2014,Acid Attack (Section 326A IPC),905,6.4
Kollam,2014,Grievous Hurt (Section 325 & 326 IPC),13,1.2
Kollam,2014,Attempt To Acid Attack (Section 326B IPC),132,11.9
Kollam,2014,Acid Attack (Section 326A IPC),132,11.9
Kota,2014,Grievous Hurt (Section 325 & 326 IPC),1,0.1
Kota,2014,Attempt To Acid Attack (Section 326B IPC),28,2.8
Kota,2014,Acid Attack (Section 326A IPC),28,2.8
Kozhikode,2014,Grievous Hurt (Section 325 & 326 IPC),9,0.4
Kozhikode,2014,Attempt To Acid Attack (Section 326B IPC),31,1.5
Kozhikode,2014,Acid Attack (Section 326A IPC),31,1.5
Lucknow,2014,Grievous Hurt (Section 325 & 326 IPC),11,0.4
Lucknow,2014,Attempt To Acid Attack (Section 326B IPC),91,3.1
Lucknow,2014,Acid Attack (Section 326A IPC),91,3.1
Ludhiana,2014,Grievous Hurt (Section 325 & 326 IPC),5,0.3
Ludhiana,2014,Attempt To Acid Attack (Section 326B IPC),208,12.9
Ludhiana,2014,Acid Attack (Section 326A IPC),206,12.8
Madurai,2014,Grievous Hurt (Section 325 & 326 IPC),7,0.5
Madurai,2014,Attempt To Acid Attack (Section 326B IPC),4,0.3
Madurai,2014,Acid Attack (Section 326A IPC),4,0.3
Malappuram,2014,Grievous Hurt (Section 325 & 326 IPC),4,0.2
Malappuram,2014,Attempt To Acid Attack (Section 326B IPC),20,1.2
Malappuram,2014,Acid Attack (Section 326A IPC),20,1.2
Meerut,2014,Grievous Hurt (Section 325 & 326 IPC),0,0
Meerut,2014,Attempt To Acid Attack (Section 326B IPC),10,0.7
Meerut,2014,Acid Attack (Section 326A IPC),10,0.7
Mumbai,2014,Grievous Hurt (Section 325 & 326 IPC),54,0.3
Mumbai,2014,Attempt To Acid Attack (Section 326B IPC),2006,10.9
Mumbai,2014,Acid Attack (Section 326A IPC),2004,10.9
Nagpur,2014,Grievous Hurt (Section 325 & 326 IPC),33,1.3
Nagpur,2014,Attempt To Acid Attack (Section 326B IPC),313,12.5
Nagpur,2014,Acid Attack (Section 326A IPC),312,12.5
Nasik,2014,Grievous Hurt (Section 325 & 326 IPC),6,0.4
Nasik,2014,Attempt To Acid Attack (Section 326B IPC),65,4.2
Nasik,2014,Acid Attack (Section 326A IPC),65,4.2
Patna,2014,Grievous Hurt (Section 325 & 326 IPC),0,0
Patna,2014,Attempt To Acid Attack (Section 326B IPC),2515,122.9
Patna,2014,Acid Attack (Section 326A IPC),2515,122.9
Pune,2014,Grievous Hurt (Section 325 & 326 IPC),38,0.8
Pune,2014,Attempt To Acid Attack (Section 326B IPC),470,9.3
Pune,2014,Acid Attack (Section 326A IPC),469,9.3
Raipur,2014,Grievous Hurt (Section 325 & 326 IPC),19,1.7
Raipur,2014,Attempt To Acid Attack (Section 326B IPC),99,8.8
Raipur,2014,Acid Attack (Section 326A IPC),99,8.8
Rajkot,2014,Grievous Hurt (Section 325 & 326 IPC),11,0.8
Rajkot,2014,Attempt To Acid Attack (Section 326B IPC),92,6.6
Rajkot,2014,Acid Attack (Section 326A IPC),92,6.6
Ranchi,2014,Grievous Hurt (Section 325 & 326 IPC),9,0.8
Ranchi,2014,Attempt To Acid Attack (Section 326B IPC),421,37.4
Ranchi,2014,Acid Attack (Section 326A IPC),421,37.4
Srinagar,2014,Grievous Hurt (Section 325 & 326 IPC),27,2.1
Srinagar,2014,Attempt To Acid Attack (Section 326B IPC),8,0.6
Srinagar,2014,Acid Attack (Section 326A IPC),6,0.5
Surat,2014,Grievous Hurt (Section 325 & 326 IPC),4,0.1
Surat,2014,Attempt To Acid Attack (Section 326B IPC),355,7.7
Surat,2014,Acid Attack (Section 326A IPC),355,7.7
Thiruvananthapuram,2014,Grievous Hurt (Section 325 & 326 IPC),10,0.6
Thiruvananthapuram,2014,Attempt To Acid Attack (Section 326B IPC),48,2.8
Thiruvananthapuram,2014,Acid Attack (Section 326A IPC),48,2.8
Thrissur,2014,Grievous Hurt (Section 325 & 326 IPC),12,0.6
Thrissur,2014,Attempt To Acid Attack (Section 326B IPC),67,3.6
Thrissur,2014,Acid Attack (Section 326A IPC),67,3.6
Tiruch irapalli,2014,Grievous Hurt (Section 325 & 326 IPC),0,0
Tiruch irapalli,2014,Attempt To Acid Attack (Section 326B IPC),13,1.3
Tiruch irapalli,2014,Acid Attack (Section 326A IPC),13,1.3
Vadodara,2014,Grievous Hurt (Section 325 & 326 IPC),8,0.4
Vadodara,2014,Attempt To Acid Attack (Section 326B IPC),106,5.8
Vadodara,2014,Acid Attack (Section 326A IPC),105,5.8
Varanasi,2014,Grievous Hurt (Section 325 & 326 IPC),0,0
Varanasi,2014,Attempt To Acid Attack (Section 326B IPC),74,5.2
Varanasi,2014,Acid Attack (Section 326A IPC),74,5.2
Vasai Virar,2014,Grievous Hurt (Section 325 & 326 IPC),4,0.3
Vasai Virar,2014,Attempt To Acid Attack (Section 326B IPC),77,6.3
Vasai Virar,2014,Acid Attack (Section 326A IPC),76,6.2
Vijayawada,2014,Grievous Hurt (Section 325 & 326 IPC),21,1.4
Vijayawada,2014,Attempt To Acid Attack (Section 326B IPC),25,1.7
Vijayawada,2014,Acid Attack (Section 326A IPC),25,1.7
Vishakhapatnam,2014,Grievous Hurt (Section 325 & 326 IPC),14,0.8
Vishakhapatnam,2014,Attempt To Acid Attack (Section 326B IPC),64,3.7
Vishakhapatnam,2014,Acid Attack (Section 326A IPC),63,3.6
Agra,2014,Dowry Deaths,36,4.5
Agra,2014,Sexual Harassment,207,25.7
Ahmedabad,2014,Dowry Deaths,11,0.4
Ahmedabad,2014,Sexual Harassment,162,5.4
Allahabad,2014,Dowry Deaths,14,2.5
Allahabad,2014,Sexual Harassment,96,17.1
Amritsar,2014,Dowry Deaths,3,0.5
Amritsar,2014,Sexual Harassment,45,8.1
Asansol,2014,Dowry Deaths,28,4.7
Asansol,2014,Sexual Harassment,158,26.6
Aurangabad,2014,Dowry Deaths,2,0.4
Aurangabad,2014,Sexual Harassment,227,39.9
Bengaluru,2014,Dowry Deaths,57,1.4
Bengaluru,2014,Sexual Harassment,680,16.8
Bhopal,2014,Dowry Deaths,16,1.8
Bhopal,2014,Sexual Harassment,289,32.2
Chandigarh City,2014,Dowry Deaths,2,0.4
Chandigarh City,2014,Sexual Harassment,78,16.8
Chennai,2014,Dowry Deaths,10,0.2
Chennai,2014,Sexual Harassment,59,1.4
Coimbatore,2014,Dowry Deaths,0,0
Coimbatore,2014,Sexual Harassment,8,0.7
Delhi (City),2014,Dowry Deaths,127,1.7
Delhi (City),2014,Sexual Harassment,3810,50.3
Dhanbad,2014,Dowry Deaths,9,1.6
Dhanbad,2014,Sexual Harassment,18,3.2
Durg-Bhilainagar,2014,Dowry Deaths,9,1.7
Durg-Bhilainagar,2014,Sexual Harassment,194,37.5
Faridabad,2014,Dowry Deaths,20,3.1
Faridabad,2014,Sexual Harassment,94,14.4
Ghaziabad,2014,Dowry Deaths,17,1.5
Ghaziabad,2014,Sexual Harassment,168,15.2
Gwalior,2014,Dowry Deaths,28,5.5
Gwalior,2014,Sexual Harassment,272,53
Flyderabad,2014,Dowry Deaths,22,0.6
Flyderabad,2014,Sexual Harassment,393,10.4
Indore,2014,Dowry Deaths,23,2.2
Indore,2014,Sexual Harassment,301,29
Jabalpur,2014,Dowry Deaths,17,2.8
Jabalpur,2014,Sexual Harassment,221,36.6
Jaipur,2014,Dowry Deaths,33,2.3
Jaipur,2014,Sexual Harassment,455,31.3
Jamshedpur,2014,Dowry Deaths,8,1.3
Jamshedpur,2014,Sexual Harassment,30,4.7
Jodhpur,2014,Dowry Deaths,8,1.5
Jodhpur,2014,Sexual Harassment,212,39.4
Kannur,2014,Dowry Deaths,1,0.1
Kannur,2014,Sexual Harassment,47,5.3
Kanpur,2014,Dowry Deaths,27,2
Kanpur,2014,Sexual Harassment,129,9.7
Kochi,2014,Dowry Deaths,0,0
Kochi,2014,Sexual Harassment,158,14.7
Kolkata,2014,Dowry Deaths,12,0.2
Kolkata,2014,Sexual Harassment,577,8.5
Kollam,2014,Dowry Deaths,1,0.2
Kollam,2014,Sexual Harassment,287,49.5
Kota,2014,Dowry Deaths,3,0.6
Kota,2014,Sexual Harassment,102,21.6
Kozhikode,2014,Dowry Deaths,1,0.1
Kozhikode,2014,Sexual Harassment,107,10.1
Lucknow,2014,Dowry Deaths,31,2.2
Lucknow,2014,Sexual Harassment,229,16.6
Ludhiana,2014,Dowry Deaths,5,0.7
Ludhiana,2014,Sexual Harassment,98,13.3
Madurai,2014,Dowry Deaths,1,0.1
Madurai,2014,Sexual Harassment,22,3
Malappuram,2014,Dowry Deaths,0,0
Malappuram,2014,Sexual Harassment,75,8.4
Meerut,2014,Dowry Deaths,20,3
Meerut,2014,Sexual Harassment,217,32.4
Mumbai,2014,Dowry Deaths,22,0.3
Mumbai,2014,Sexual Harassment,1626,19.1
Nagpur,2014,Dowry Deaths,10,0.8
Nagpur,2014,Sexual Harassment,279,22.8
Nasik,2014,Dowry Deaths,3,0.4
Nasik,2014,Sexual Harassment,101,13.7
Patna,2014,Dowry Deaths,41,4.3
Patna,2014,Sexual Harassment,0,0
Pune,2014,Dowry Deaths,20,0.8
Pune,2014,Sexual Harassment,454,19
Raipur,2014,Dowry Deaths,2,0.4
Raipur,2014,Sexual Harassment,120,22.1
Rajkot,2014,Dowry Deaths,0,0
Rajkot,2014,Sexual Harassment,31,4.7
Ranchi,2014,Dowry Deaths,10,1.9
Ranchi,2014,Sexual Harassment,16,3
Srinagar,2014,Dowry Deaths,0,0
Srinagar,2014,Sexual Harassment,218,36.6
Surat,2014,Dowry Deaths,2,0.1
Surat,2014,Sexual Harassment,70,3.5
Thiruvananthapuram,2014,Dowry Deaths,2,0.2
Thiruvananthapuram,2014,Sexual Harassment,254,29.1
Thrissur,2014,Dowry Deaths,0,0
Thrissur,2014,Sexual Harassment,109,11.1
Tiruch irapalli,2014,Dowry Deaths,0,0
Tiruch irapalli,2014,Sexual Harassment,10,1.9
Vadodara,2014,Dowry Deaths,1,0.1
Vadodara,2014,Sexual Harassment,109,12.5
Varanasi,2014,Dowry Deaths,11,1.6
Varanasi,2014,Sexual Harassment,116,17.2
Vasai Virar,2014,Dowry Deaths,0,0
Vasai Virar,2014,Sexual Harassment,113,19.8
Vijayawada,2014,Dowry Deaths,10,1.4
Vijayawada,2014,Sexual Harassment,279,37.7
Vishakhapatnam,2014,Dowry Deaths,13,1.5
Vishakhapatnam,2014,Sexual Harassment,147,17.2
Agra,2014,Voyeurism(Section 354C IPC),2,0.2
Ahmedabad,2014,Voyeurism(Section 354C IPC),2,0.1
Allahabad,2014,Voyeurism(Section 354C IPC),2,0.4
Amritsar,2014,Voyeurism(Section 354C IPC),0,0
Asansol,2014,Voyeurism(Section 354C IPC),3,0.5
Aurangabad,2014,Voyeurism(Section 354C IPC),2,0.4
Bengaluru,2014,Voyeurism(Section 354C IPC),4,0.1
Bhopal,2014,Voyeurism(Section 354C IPC),0,0
Chandigarh City,2014,Voyeurism(Section 354C IPC),2,0.4
Chennai,2014,Voyeurism(Section 354C IPC),0,0
Coimbatore,2014,Voyeurism(Section 354C IPC),0,0
Delhi (City),2014,Voyeurism(Section 354C IPC),28,0.4
Dhanbad,2014,Voyeurism(Section 354C IPC),0,0
Durg-Bhilainagar,2014,Voyeurism(Section 354C IPC),0,0
Faridabad,2014,Voyeurism(Section 354C IPC),1,0.2
Ghaziabad,2014,Voyeurism(Section 354C IPC),1,0.1
Gwalior,2014,Voyeurism(Section 354C IPC),0,0
Flyderabad,2014,Voyeurism(Section 354C IPC),12,0.3
Indore,2014,Voyeurism(Section 354C IPC),1,0.1
Jabalpur,2014,Voyeurism(Section 354C IPC),0,0
Jaipur,2014,Voyeurism(Section 354C IPC),1,0.1
Jamshedpur,2014,Voyeurism(Section 354C IPC),0,0
Jodhpur,2014,Voyeurism(Section 354C IPC),3,0.6
Kannur,2014,Voyeurism(Section 354C IPC),0,0
Kanpur,2014,Voyeurism(Section 354C IPC),0,0
Kochi,2014,Voyeurism(Section 354C IPC),0,0
Kolkata,2014,Voyeurism(Section 354C IPC),25,0.4
Kollam,2014,Voyeurism(Section 354C IPC),0,0
Kota,2014,Voyeurism(Section 354C IPC),0,0
Kozhikode,2014,Voyeurism(Section 354C IPC),0,0
Lucknow,2014,Voyeurism(Section 354C IPC),0,0
Ludhiana,2014,Voyeurism(Section 354C IPC),1,0.1
Madurai,2014,Voyeurism(Section 354C IPC),0,0
Malappuram,2014,Voyeurism(Section 354C IPC),0,0
Meerut,2014,Voyeurism(Section 354C IPC),0,0
Mumbai,2014,Voyeurism(Section 354C IPC),14,0.2
Nagpur,2014,Voyeurism(Section 354C IPC),4,0.3
Nasik,2014,Voyeurism(Section 354C IPC),0,0
Patna,2014,Voyeurism(Section 354C IPC),0,0
Pune,2014,Voyeurism(Section 354C IPC),2,0.1
Raipur,2014,Voyeurism(Section 354C IPC),0,0
Rajkot,2014,Voyeurism(Section 354C IPC),0,0
Ranchi,2014,Voyeurism(Section 354C IPC),0,0
Srinagar,2014,Voyeurism(Section 354C IPC),0,0
Surat,2014,Voyeurism(Section 354C IPC),0,0
Thiruvananthapuram,2014,Voyeurism(Section 354C IPC),0,0
Thrissur,2014,Voyeurism(Section 354C IPC),3,0.3
Tiruch irapalli,2014,Voyeurism(Section 354C IPC),0,0
Vadodara,2014,Voyeurism(Section 354C IPC),1,0.1
Varanasi,2014,Voyeurism(Section 354C IPC),0,0
Vasai Virar,2014,Voyeurism(Section 354C IPC),1,0.2
Vijayawada,2014,Voyeurism(Section 354C IPC),9,1.2
Vishakhapatnam,2014,Voyeurism(Section 354C IPC),0,0
Agra,2014,At Office Premises,0,0
Agra,2014,Other Places Related To Work,0,0
Agra,2014,Insult To The Modesty of Women (Total),0,0
Ahmedabad,2014,At Office Premises,3,0.1
Ahmedabad,2014,Other Places Related To Work,0,0
Ahmedabad,2014,Insult To The Modesty of Women (Total),0,0
Allahabad,2014,At Office Premises,1,0.2
Allahabad,2014,Other Places Related To Work,0,0
Allahabad,2014,Insult To The Modesty of Women (Total),0,0
Amritsar,2014,At Office Premises,2,0.4
Amritsar,2014,Other Places Related To Work,0,0
Amritsar,2014,Insult To The Modesty of Women (Total),0,0
Asansol,2014,At Office Premises,1,0.2
Asansol,2014,Other Places Related To Work,0,0
Asansol,2014,Insult To The Modesty of Women (Total),0,0
Aurangabad,2014,At Office Premises,5,0.9
Aurangabad,2014,Other Places Related To Work,0,0
Aurangabad,2014,Insult To The Modesty of Women (Total),0,0
Bengaluru,2014,At Office Premises,57,1.4
Bengaluru,2014,Other Places Related To Work,1,0
Bengaluru,2014,Insult To The Modesty of Women (Total),2,0
Bhopal,2014,At Office Premises,13,1.4
Bhopal,2014,Other Places Related To Work,0,0
